Strategy,Avg. Baseline %HITS@N,Avg. Reform %HITS@N,% Imp. %HITS@N,Avg. Baseline MAP,Avg. Reform MAP,% Imp. MAP,Avg. Baseline MRR,Avg. Reform MRR,% Imp. MRR
OB+T_TITLE+CODE+T_EB,0.2279305897,0.2295296714,0.0070156522,0.058586386,0.0635243961,0.0842859643,0.0744906485,0.0795941231,0.0685116149
TITLE+T_OB+T_OTHER+S2R+T_EB,0.2279305897,0.2294762594,0.0067813176,0.058586386,0.0593334713,0.0127518571,0.0744906485,0.0757200525,0.0165041394
OB+S2R+T_EB,0.2279305897,0.22943772,0.0066122334,0.058586386,0.0592967072,0.0121243387,0.0744906485,0.0753860054,0.0120197226
TITLE+OB+T_OTHER+CODE+T_EB,0.2279305897,0.2294204301,0.0065363775,0.058586386,0.0635993309,0.0855650118,0.0744906485,0.079839381,0.0718040809
OB+T_OTHER+CODE+T_EB,0.2279305897,0.2294000082,0.0064467808,0.058586386,0.0635072733,0.0839936985,0.0744906485,0.079789014,0.071127928
TITLE+T_OB+T_S2R+CODE+EB,0.2279305897,0.229364281,0.0062900345,0.058586386,0.0584929011,-0.0015956763,0.0744906485,0.0743388213,-0.002038205
BLIZZARD--OTHER+T_S2R,0.2279305897,0.2293235141,0.0061111778,0.058586386,0.0733171167,0.2514360701,0.0744906485,0.0946499557,0.2706286978
T_TITLE+S2R+T_EB,0.2279305897,0.2293172487,0.0060836899,0.058586386,0.0593788187,0.0135258841,0.0744906485,0.075729037,0.0166247516
T_OB+T_TITLE+CODE+EB,0.2279305897,0.2293167861,0.0060816604,0.058586386,0.0627817271,0.0716094876,0.0744906485,0.0786481206,0.055812
T_TITLE+T_OTHER+CODE+T_EB,0.2279305897,0.2292323111,0.0057110428,0.058586386,0.0624100545,0.065265477,0.0744906485,0.0786141052,0.055355361
T_TITLE+T_OTHER+S2R+CODE+EB,0.2279305897,0.229224045,0.0056747772,0.058586386,0.0587289993,0.0024342393,0.0744906485,0.074815082,0.0043553585
TITLE+T_OB+T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2292026868,0.0055810722,0.058586386,0.0589170951,0.0056448106,0.0744906485,0.0748064891,0.0042400043
TITLE+OB+S2R+CODE+EB,0.2279305897,0.2291790611,0.0054774194,0.058586386,0.0585570899,-0.0005000504,0.0744906485,0.0746046605,0.001530555
TITLE+T_OB+T_OTHER+T_S2R+T_EB,0.2279305897,0.2291755527,0.005462027,0.058586386,0.0591132723,0.0089933215,0.0744906485,0.0752400123,0.0100598369
TITLE+T_OTHER+S2R+T_EB,0.2279305897,0.229173995,0.0054551929,0.058586386,0.0592862907,0.0119465411,0.0744906485,0.0754175133,0.0124427004
T_OB+T_TITLE+T_S2R+CODE+EB,0.2279305897,0.2291538242,0.0053666974,0.058586386,0.0583879486,-0.0033870921,0.0744906485,0.0743177046,-0.0023216855
T_OB+T_OTHER+S2R+T_EB,0.2279305897,0.2291379484,0.0052970454,0.058586386,0.0592888237,0.0119897763,0.0744906485,0.0753235587,0.0111814063
T_OB+T_TITLE+S2R+CODE+EB,0.2279305897,0.2291310916,0.0052669625,0.058586386,0.0582804198,-0.0052224802,0.0744906485,0.0741587769,-0.0044552115
T_OB+T_TITLE+T_OTHER+CODE+T_EB,0.2279305897,0.2291310731,0.0052668814,0.058586386,0.0629218162,0.0740006423,0.0744906485,0.0793336093,0.0650143468
T_TITLE+S2R+CODE+EB,0.2279305897,0.2291280339,0.0052535477,0.058586386,0.0582044209,-0.0065196904,0.0744906485,0.074144646,-0.0046449117
T_OB+T_TITLE+EB,0.2279305897,0.2290631273,0.004968783,0.058586386,0.0606992649,0.0360643309,0.0744906485,0.0772429061,0.0369476932
T_OB+T_TITLE+T_OTHER+T_S2R+CODE,0.2279305897,0.2290590443,0.0049508693,0.058586386,0.0595174545,0.0158922328,0.0744906485,0.0754478553,0.0128500261
T_OB+T_OTHER+CODE+EB,0.2279305897,0.2290218696,0.0047877728,0.058586386,0.0630784115,0.0766735371,0.0744906485,0.079262205,0.0640557786
T_OB+T_OTHER+S2R+CODE+EB,0.2279305897,0.2289923199,0.0046581293,0.058586386,0.0587448618,0.0027049926,0.0744906485,0.0747208732,0.0030906532
T_TITLE+T_OTHER+T_S2R+T_EB,0.2279305897,0.2289524522,0.004483218,0.058586386,0.0594018227,0.0139185344,0.0744906485,0.0756152655,0.015097426
TITLE+T_S2R+CODE+EB,0.2279305897,0.2289339568,0.0044020729,0.058586386,0.0583716041,-0.0036660734,0.0744906485,0.0742089057,-0.0037822566
OB+S2R+CODE+EB,0.2279305897,0.2289215269,0.0043475393,0.058586386,0.0585255187,-0.0010389334,0.0744906485,0.0745483023,0.000773974
TITLE+T_OB+S2R+CODE+EB,0.2279305897,0.2288844207,0.0041847434,0.058586386,0.0582802675,-0.0052250802,0.0744906485,0.0740926566,-0.005342843
TITLE+T_OTHER+S2R+CODE+EB,0.2279305897,0.2287626208,0.0036503705,0.058586386,0.0586679417,0.0013920576,0.0744906485,0.0745745915,0.0011268928
TITLE+CODE+EB,0.2279305897,0.2287534106,0.0036099625,0.058586386,0.0625871997,0.0682891361,0.0744906485,0.0781515899,0.0491463217
TITLE+T_OB+T_S2R+T_EB,0.2279305897,0.2287436585,0.0035671772,0.058586386,0.0588716002,0.0048682671,0.0744906485,0.0750255244,0.0071804437
T_OB+T_TITLE+T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2287170018,0.0034502263,0.058586386,0.0589244736,0.0057707521,0.0744906485,0.0749444497,0.0060920557
T_TITLE+T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2286877561,0.0033219165,0.058586386,0.0589330594,0.0059173018,0.0744906485,0.0749300133,0.0058982551
TITLE+S2R+CODE,0.2279305897,0.2286541631,0.0031745338,0.058586386,0.0619762814,0.0578614858,0.0744906485,0.0789956033,0.0604767839
T_TITLE+T_S2R+CODE+EB,0.2279305897,0.2286130452,0.0029941374,0.058586386,0.0583068597,-0.0047711819,0.0744906485,0.0742039452,-0.0038488487
TITLE+T_OB+S2R+T_EB,0.2279305897,0.2285661837,0.0027885418,0.058586386,0.0589830763,0.0067710307,0.0744906485,0.0748307337,0.0045654755
T_OB+T_TITLE+T_OTHER+T_S2R+T_EB,0.2279305897,0.2285480565,0.0027090124,0.058586386,0.0591846658,0.0102119246,0.0744906485,0.0753319468,0.011294013
T_OB+T_S2R+CODE+EB,0.2279305897,0.2285071104,0.0025293694,0.058586386,0.0584141719,-0.0029394915,0.0744906485,0.0742266442,-0.003544126
T_OTHER+S2R+T_EB,0.2279305897,0.2284496925,0.0022774602,0.058586386,0.0586870796,0.0017187199,0.0744906485,0.0744601479,-0.0004094557
TITLE+T_OTHER+CODE+T_EB,0.2279305897,0.2284299706,0.002190934,0.058586386,0.0623314142,0.063923181,0.0744906485,0.0783687116,0.0520610731
T_OB+S2R+CODE+EB,0.2279305897,0.2284147241,0.0021240433,0.058586386,0.0582821375,-0.0051931613,0.0744906485,0.0740346103,-0.0061220866
TITLE+OB+CODE+T_EB,0.2279305897,0.2283957227,0.0020406784,0.058586386,0.0637003122,0.0872886432,0.0744906485,0.0795323392,0.0676821964
TITLE+T_OB+T_OTHER+CODE+T_EB,0.2279305897,0.2283370848,0.0017834164,0.058586386,0.0631364731,0.07766458,0.0744906485,0.0792902533,0.0644323132
T_TITLE+T_OTHER+T_EB,0.2279305897,0.2283200144,0.0017085234,0.058586386,0.0627600641,0.0712397248,0.0744906485,0.0793585742,0.0653494881
T_OB+T_OTHER+CODE,0.2279305897,0.228293053,0.0015902354,0.058586386,0.0671439529,0.1460674982,0.0744906485,0.0839828957,0.1274287102
T_OTHER+S2R+CODE+EB,0.2279305897,0.2282798347,0.0015322426,0.058586386,0.0585500154,-0.0006208031,0.0744906485,0.0744948475,5.63701950049363E-05
T_OB+T_TITLE+CODE+T_EB,0.2279305897,0.2282689049,0.0014842903,0.058586386,0.0629628818,0.0747015829,0.0744906485,0.0788911128,0.05907405
T_OB+T_TITLE+T_OTHER+T_EB,0.2279305897,0.2282586391,0.0014392515,0.058586386,0.0625745492,0.0680732063,0.0744906485,0.0793707483,0.0655129187
T_OB+T_OTHER+S2R+CODE,0.2279305897,0.2282223743,0.0012801467,0.058586386,0.0607414141,0.0367837681,0.0744906485,0.0777074174,0.0431835268
T_OB+T_TITLE+T_S2R+CODE,0.2279305897,0.2282150268,0.0012479111,0.058586386,0.0590038711,0.0071259731,0.0744906485,0.07477756,0.0038516448
TITLE+T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2281680493,0.0010418065,0.058586386,0.0588342056,0.0042299855,0.0744906485,0.0746577834,0.002243703
OB+T_TITLE+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2281538632,0.0009795677,0.058586386,0.0586467237,0.0010298922,0.0744906485,0.0746068345,0.0015597394
TITLE+OB+OTHER+T_S2R+EB,0.2279305897,0.2281531699,0.000976526,0.058586386,0.058847455,0.0044561365,0.0744906485,0.0748373569,0.004654388
S2R+EB,0.2279305897,0.2281246146,0.0008512456,0.058586386,0.0577895145,-0.0136016505,0.0744906485,0.0740013455,-0.0065686494
TITLE+S2R+CODE+EB,0.2279305897,0.2280026504,0.000316152,0.058586386,0.0580978034,-0.0083395261,0.0744906485,0.0739373381,-0.0074279179
T_OTHER+S2R,0.2279305897,0.2279990848,0.0003005087,0.058586386,0.0628713581,0.0731393816,0.0744906485,0.0790266343,0.0608933597
T_OB+T_OTHER+T_S2R+CODE,0.2279305897,0.2279863895,0.0002448104,0.058586386,0.0606046948,0.0344501322,0.0744906485,0.0765116338,0.0271307256
TITLE+OB+OTHER+S2R+EB,0.2279305897,0.2279305897,0,0.058586386,0.0585821786,-7.18166600687523E-05,0.0744906485,0.0744906485,0
OB+T_TITLE+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2279134766,-7.50804905071273E-05,0.058586386,0.0586577505,0.0012181059,0.0744906485,0.0745927456,0.0013706032
OB+OTHER+T_TITLE+T_S2R+EB,0.2279305897,0.2279024987,-0.0001232435,0.058586386,0.0586981344,0.001907411,0.0744906485,0.0746865742,0.0026302062
OB+OTHER+T_S2R+EB,0.2279305897,0.227889484,-0.0001803431,0.058586386,0.0586786791,0.0015753319,0.0744906485,0.0747126551,0.0029803291
OB+CODE+T_EB,0.2279305897,0.2278699726,-0.0002659454,0.058586386,0.0633372388,0.0810914116,0.0744906485,0.0791997297,0.0632170786
T_OB+S2R+T_EB,0.2279305897,0.2278622537,-0.0002998107,0.058586386,0.0589208326,0.0057086058,0.0744906485,0.0750131819,0.0070147515
T_OB+T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2278578202,-0.0003192617,0.058586386,0.0589361493,0.0059700436,0.0744906485,0.0747991512,0.0041414955
T_OB+T_TITLE+T_S2R+T_EB,0.2279305897,0.2278516793,-0.0003462035,0.058586386,0.0585788861,-0.0001280153,0.0744906485,0.074762849,0.0036541563
T_TITLE+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2278289437,-0.0004459515,0.058586386,0.0586738259,0.001492495,0.0744906485,0.0746877082,0.0026454291
T_OB+T_TITLE+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2278274976,-0.0004522958,0.058586386,0.0586417234,0.0009445432,0.0744906485,0.0746496295,0.0021342411
T_OB+CODE+EB,0.2279305897,0.2278247303,-0.0004644371,0.058586386,0.0626241889,0.0689204974,0.0744906485,0.0783375623,0.0516429101
OB+OTHER+T_TITLE+T_S2R+T_EB,0.2279305897,0.2277899739,-0.0006169239,0.058586386,0.0586113134,0.0004254799,0.0744906485,0.0745344087,0.0005874588
OB+OTHER+T_TITLE+S2R+EB,0.2279305897,0.227749832,-0.0007930382,0.058586386,0.0585592013,-0.0004640117,0.0744906485,0.0744795684,-0.0001487451
T_TITLE+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.227749339,-0.0007952014,0.058586386,0.0586130273,0.0004547338,0.0744906485,0.0744880915,-3.43257532481715E-05
T_OB+T_TITLE+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2277136207,-0.0009519083,0.058586386,0.0585887378,4.01410905710388E-05,0.0744906485,0.0744789384,-0.0001572024
T_TITLE+T_OTHER+S2R+CODE,0.2279305897,0.22771243,-0.0009571324,0.058586386,0.0601299307,0.026346474,0.0744906485,0.0770464998,0.034311036
OB+T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2277072799,-0.0009797274,0.058586386,0.058471068,-0.0019683419,0.0744906485,0.0743619708,-0.0017274336
T_OB+T_OTHER+T_S2R+T_EB,0.2279305897,0.2276796224,-0.0011010692,0.058586386,0.0588976887,0.0053135672,0.0744906485,0.0748838635,0.0052787166
TITLE+T_OB+CODE+T_EB,0.2279305897,0.2276498623,-0.0012316353,0.058586386,0.0630272633,0.0758004985,0.0744906485,0.078723215,0.0568201061
TITLE+OB+OTHER+EB,0.2279305897,0.227630765,-0.0013154209,0.058586386,0.0587558497,0.002892544,0.0744906485,0.0746718488,0.0024325239
T_OB+T_OTHER+CODE+T_EB,0.2279305897,0.2276059022,-0.0014245017,0.058586386,0.0626925538,0.0700874041,0.0744906485,0.0789253751,0.0595340053
OB+OTHER+T_TITLE+T_S2R+CODE+EB,0.2279305897,0.2275906055,-0.0014916129,0.058586386,0.0586462771,0.0010222691,0.0744906485,0.0746041696,0.0015239649
T_OB+OTHER+T_TITLE+S2R+T_EB,0.2279305897,0.2275552419,-0.0016467635,0.058586386,0.0584380367,-0.0025321465,0.0744906485,0.0744894854,-1.56142322488093E-05
TITLE+OB+OTHER+S2R+T_EB,0.2279305897,0.2275479007,-0.0016789718,0.058586386,0.0582363213,-0.0059751887,0.0744906485,0.073978666,-0.006873111
OB+OTHER+T_TITLE+EB,0.2279305897,0.2275444796,-0.001693981,0.058586386,0.0586107476,0.0004158219,0.0744906485,0.0745110707,0.0002741579
T_OTHER+CODE+T_EB,0.2279305897,0.2275404078,-0.0017118453,0.058586386,0.0621075692,0.060102412,0.0744906485,0.0782263143,0.0501494598
OB+OTHER+T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2275300504,-0.0017572862,0.058586386,0.0583926358,-0.003307086,0.0744906485,0.0742778407,-0.002856839
OB+OTHER+T_TITLE+S2R+T_EB,0.2279305897,0.227516066,-0.0018186401,0.058586386,0.0582163795,-0.0063155716,0.0744906485,0.073936455,-0.0074397727
OTHER+T_TITLE+T_S2R+CODE+EB,0.2279305897,0.2275061624,-0.0018620901,0.058586386,0.058370181,-0.0036903633,0.0744906485,0.0741721491,-0.0042756959
OTHER+T_TITLE+S2R+T_EB,0.2279305897,0.2274573628,-0.0020761886,0.058586386,0.0583248123,-0.0044647539,0.0744906485,0.0743244927,-0.0022305595
T_OB+OTHER+T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2274394973,-0.0021545702,0.058586386,0.0582199696,-0.0062542928,0.0744906485,0.074012004,-0.0064255641
T_OB+OTHER+T_TITLE+T_S2R+CODE+EB,0.2279305897,0.2274245135,-0.0022203084,0.058586386,0.0583611524,-0.0038444705,0.0744906485,0.0741554494,-0.0044998818
TITLE+OB+OTHER+T_S2R+T_EB,0.2279305897,0.2274230643,-0.0022266666,0.058586386,0.0583315623,-0.004349539,0.0744906485,0.0741535,-0.004526051
BLIZZARD--T_OB+T_TITLE,0.2279305897,0.2273634775,-0.0024880917,0.058586386,0.0777541978,0.3271717715,0.0744906485,0.0998888959,0.3409588715
T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2273453096,-0.0025677997,0.058586386,0.0587338745,0.0025174532,0.0744906485,0.0745264955,0.000481229
T_OTHER+T_S2R+T_EB,0.2279305897,0.2273162902,-0.0026951167,0.058586386,0.0585047739,-0.0013930222,0.0744906485,0.0742786615,-0.0028458206
T_OB+T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.227310635,-0.0027199277,0.058586386,0.0583599011,-0.0038658293,0.0744906485,0.0742192193,-0.0036438022
TITLE+T_OB+OTHER+T_S2R+CODE+EB,0.2279305897,0.2273049758,-0.0027447562,0.058586386,0.0585833168,-5.23888571491212E-05,0.0744906485,0.0744203695,-0.0009434607
TITLE+T_OB+OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2273009129,-0.0027625816,0.058586386,0.0583167838,-0.0046017904,0.0744906485,0.0741066551,-0.0051549201
OB+OTHER+T_S2R+T_EB,0.2279305897,0.2272960747,-0.0027838082,0.058586386,0.0584220801,-0.0028045075,0.0744906485,0.0742553975,-0.003158128
T_S2R+EB,0.2279305897,0.2272859857,-0.0028280716,0.058586386,0.0572224502,-0.0232807645,0.0744906485,0.0729732389,-0.0203704713
S2R+CODE+EB,0.2279305897,0.227284375,-0.0028351381,0.058586386,0.0578895348,-0.0118944233,0.0744906485,0.0735877132,-0.0121214584
OTHER+T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2272805588,-0.0028518811,0.058586386,0.0581931123,-0.0067127157,0.0744906485,0.0740078833,-0.0064808831
OB+OTHER+S2R+EB,0.2279305897,0.227258121,-0.0029503223,0.058586386,0.0584978925,-0.0015104806,0.0744906485,0.0745106473,0.0002684742
T_TITLE+T_OTHER,0.2279305897,0.2272560788,-0.0029592821,0.058586386,0.0628457717,0.0727026528,0.0744906485,0.0797723499,0.070904221
OB+OTHER+T_TITLE+S2R+CODE+EB,0.2279305897,0.2272470632,-0.0029988363,0.058586386,0.0585415149,-0.000765898,0.0744906485,0.0745089633,0.000245867
T_OTHER+EB,0.2279305897,0.2272178593,-0.0031269624,0.058586386,0.0620730748,0.0595136348,0.0744906485,0.0786795916,0.0562344828
T_OB+T_TITLE+T_OTHER,0.2279305897,0.2272132925,-0.0031469984,0.058586386,0.0653181009,0.1149023743,0.0744906485,0.0819174655,0.099701334
T_TITLE+T_OTHER+T_S2R+CODE,0.2279305897,0.2271970864,-0.0032180996,0.058586386,0.0591953751,0.0103947194,0.0744906485,0.0750109518,0.0069848133
TITLE+OB+OTHER+T_S2R+CODE+EB,0.2279305897,0.2271528531,-0.0034121641,0.058586386,0.0586675649,0.0013856269,0.0744906485,0.0745745361,0.0011261498
OB+OTHER+T_TITLE+S2R+CODE+T_EB,0.2279305897,0.22715136,-0.003418715,0.058586386,0.0583548729,-0.0039516538,0.0744906485,0.0741103222,-0.0051056913
TITLE+OB+OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2271469199,-0.0034381951,0.058586386,0.0584583388,-0.0021856139,0.0744906485,0.0743065975,-0.002470793
OB+OTHER+S2R+T_EB,0.2279305897,0.2271334229,-0.0034974102,0.058586386,0.0580843427,-0.0085692836,0.0744906485,0.0737416391,-0.0100550791
T_OB+OTHER+S2R+T_EB,0.2279305897,0.2271156118,-0.0035755529,0.058586386,0.0582362816,-0.0059758673,0.0744906485,0.0742963279,-0.0026086574
T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2270995924,-0.0036458348,0.058586386,0.0582961542,-0.0049539134,0.0744906485,0.0741593825,-0.0044470814
T_OTHER+CODE+EB,0.2279305897,0.2270925884,-0.0036765635,0.058586386,0.0619735814,0.0578153993,0.0744906485,0.0780808868,0.0481971681
OB+T_TITLE+S2R+CODE+T_EB,0.2279305897,0.2270818086,-0.0037238577,0.058586386,0.0584208777,-0.0028250306,0.0744906485,0.074239517,-0.0033713158
TITLE+OTHER+T_S2R+CODE+EB,0.2279305897,0.2270766825,-0.0037463473,0.058586386,0.0585612033,-0.0004298403,0.0744906485,0.0743784437,-0.0015062938
T_OB+OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2270595236,-0.0038216287,0.058586386,0.0581833503,-0.0068793411,0.0744906485,0.0739151226,-0.0077261494
T_OB+OTHER+T_S2R+CODE+EB,0.2279305897,0.2270321539,-0.0039417079,0.058586386,0.0583621694,-0.0038271119,0.0744906485,0.0741545754,-0.0045116141
T_TITLE+T_S2R+T_EB,0.2279305897,0.2270316512,-0.0039439133,0.058586386,0.0585281578,-0.0009938868,0.0744906485,0.0748375282,0.0046566885
OB+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.227028911,-0.0039559354,0.058586386,0.0586843455,0.0016720514,0.0744906485,0.0745421187,0.0006909615
TITLE+OB+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.227028911,-0.0039559354,0.058586386,0.0587178098,0.0022432476,0.0744906485,0.0745513271,0.0008145798
T_OB+OTHER+T_TITLE+S2R+CODE+T_EB,0.2279305897,0.2270243755,-0.0039758342,0.058586386,0.0582821199,-0.005193461,0.0744906485,0.0740273372,-0.0062197238
TITLE+OB+OTHER+S2R,0.2279305897,0.2270019947,-0.0040740255,0.058586386,0.0581270736,-0.0078399174,0.0744906485,0.0739225042,-0.0076270553
OB+OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2269998636,-0.004083375,0.058586386,0.0583747624,-0.0036121645,0.0744906485,0.0741770176,-0.0042103386
TITLE+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2269876036,-0.0041371635,0.058586386,0.058643757,0.0009792534,0.0744906485,0.0743341233,-0.0021012728
T_OB+T_TITLE+T_OTHER+CODE,0.2279305897,0.2269726183,-0.0042029085,0.058586386,0.0650223457,0.1098541836,0.0744906485,0.0822649087,0.1043655861
T_S2R+CODE+EB,0.2279305897,0.2269679005,-0.0042236069,0.058586386,0.0581031069,-0.0082490002,0.0744906485,0.0738627939,-0.0084286358
T_OB+OTHER+T_TITLE+S2R+EB,0.2279305897,0.2269556028,-0.0042775608,0.058586386,0.0585498731,-0.0006232333,0.0744906485,0.07462832,0.0018481718
TITLE+OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2269381587,-0.0043540931,0.058586386,0.0582940965,-0.0049890353,0.0744906485,0.0740502137,-0.0059126189
TITLE+OB+OTHER+S2R+CODE+EB,0.2279305897,0.2269334178,-0.0043748929,0.058586386,0.0585686963,-0.0003019427,0.0744906485,0.0744798246,-0.0001453047
T_OB+CODE+T_EB,0.2279305897,0.226928892,-0.0043947491,0.058586386,0.0626051746,0.0685959461,0.0744906485,0.078231652,0.0502211159
OB+OTHER+T_S2R+CODE+EB,0.2279305897,0.2269231793,-0.0044198123,0.058586386,0.0585742689,-0.0002068253,0.0744906485,0.0744162293,-0.0009990408
T_TITLE+CODE+T_EB,0.2279305897,0.2269126716,-0.0044659125,0.058586386,0.0627775837,0.0715387642,0.0744906485,0.0784419575,0.0530443635
OTHER+T_S2R+CODE+EB,0.2279305897,0.2268961576,-0.0045383643,0.058586386,0.0581447359,-0.0075384427,0.0744906485,0.0739459766,-0.0073119497
TITLE+OB+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2268899784,-0.0045654744,0.058586386,0.0587348706,0.0025344548,0.0744906485,0.0745599464,0.0009302905
OB+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.226857273,-0.0047089628,0.058586386,0.0586958548,0.0018685015,0.0744906485,0.0744911507,6.74232922379179E-06
TITLE+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2267721759,-0.0050823096,0.058586386,0.0587155437,0.0022045683,0.0744906485,0.0745679769,0.0010380952
TITLE+T_OB+OTHER+S2R+EB,0.2279305897,0.2267654758,-0.0051117047,0.058586386,0.0582504521,-0.0057339942,0.0744906485,0.0741410645,-0.0046929914
TITLE+OB+T_S2R+CODE+T_EB,0.2279305897,0.2267329948,-0.0052542089,0.058586386,0.0585132991,-0.0012475066,0.0744906485,0.0743038832,-0.0025072308
OTHER+T_TITLE+S2R+CODE+T_EB,0.2279305897,0.226727021,-0.0052804175,0.058586386,0.0582044643,-0.0065189511,0.0744906485,0.073892183,-0.0080341026
TITLE+OTHER+T_S2R+EB,0.2279305897,0.2267060149,-0.0053725778,0.058586386,0.0577588238,-0.0141255038,0.0744906485,0.0736766757,-0.0109271811
OB+T_S2R+CODE+T_EB,0.2279305897,0.2266921551,-0.0054333848,0.058586386,0.0584686827,-0.002009056,0.0744906485,0.0742403276,-0.0033604339
OB+OTHER+S2R+CODE+EB,0.2279305897,0.2266880418,-0.0054514311,0.058586386,0.058497242,-0.001521583,0.0744906485,0.0743770392,-0.0015251484
T_OB+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2266821111,-0.0054774507,0.058586386,0.0584807936,-0.001802338,0.0744906485,0.0742806081,-0.0028196878
TITLE+T_OB+OTHER+S2R+CODE+T_EB,0.2279305897,0.226679203,-0.0054902094,0.058586386,0.0584646921,-0.0020771703,0.0744906485,0.0742319181,-0.0034733267
T_OB+T_TITLE+S2R+CODE+T_EB,0.2279305897,0.2266660142,-0.0055480728,0.058586386,0.0583321691,-0.0043391817,0.0744906485,0.0740094622,-0.0064596867
T_OB+OTHER+S2R+CODE+T_EB,0.2279305897,0.2266592024,-0.0055779583,0.058586386,0.0582990143,-0.0049050951,0.0744906485,0.0739546337,-0.0071957321
TITLE+T_OB+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2266457845,-0.0056368265,0.058586386,0.0586629977,0.001307669,0.0744906485,0.0743972407,-0.0012539531
T_OB+OTHER+T_TITLE+S2R+CODE+EB,0.2279305897,0.2266409619,-0.0056579849,0.058586386,0.0581454755,-0.0075258184,0.0744906485,0.0738645926,-0.0084044894
TITLE+OB+OTHER+S2R+CODE+T_EB,0.2279305897,0.2266406927,-0.0056591659,0.058586386,0.0584523196,-0.0022883553,0.0744906485,0.0741662016,-0.0043555389
TITLE+T_OB+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2266397778,-0.0056631798,0.058586386,0.0586567901,0.0012017132,0.0744906485,0.0744856127,-6.76035002260445E-05
T_OB+OTHER+S2R+EB,0.2279305897,0.2266353771,-0.0056824871,0.058586386,0.0583557507,-0.0039366717,0.0744906485,0.0746256182,0.0018119015
TITLE+CODE+T_EB,0.2279305897,0.2266015593,-0.005830856,0.058586386,0.0627948276,0.0718330972,0.0744906485,0.0782583052,0.0505789222
TITLE+T_OB+OTHER+S2R+CODE+EB,0.2279305897,0.2265995509,-0.0058396675,0.058586386,0.0583870648,-0.0034021765,0.0744906485,0.0741348779,-0.0047760437
OB+OTHER+EB,0.2279305897,0.2265828988,-0.0059127249,0.058586386,0.0584001384,-0.0031790255,0.0744906485,0.0742615431,-0.0030756263
OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2265614198,-0.0060069598,0.058586386,0.0580796846,-0.0086487922,0.0744906485,0.073774212,-0.0096178038
TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2265480244,-0.0060657294,0.058586386,0.0583010005,-0.0048711929,0.0744906485,0.0740562099,-0.005832123
TITLE+T_OB+T_S2R+CODE+T_EB,0.2279305897,0.2265462669,-0.0060734402,0.058586386,0.0583593588,-0.0038750857,0.0744906485,0.0740977511,-0.0052744526
T_OB+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2265314651,-0.00613838,0.058586386,0.0586787986,0.0015773727,0.0744906485,0.074583967,0.0012527542
T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2265212984,-0.0061829846,0.058586386,0.0583535906,-0.0039735417,0.0744906485,0.0741246295,-0.0049136233
TITLE+T_OB+OTHER+S2R+T_EB,0.2279305897,0.2265055112,-0.0062522477,0.058586386,0.058039424,-0.0093359922,0.0744906485,0.0738669558,-0.0083727653
T_OB+T_S2R+T_EB,0.2279305897,0.226496681,-0.0062909883,0.058586386,0.0578711706,-0.0122078775,0.0744906485,0.0738267269,-0.0089128178
OB+OTHER+S2R+CODE+T_EB,0.2279305897,0.2264800089,-0.0063641339,0.058586386,0.058381507,-0.0034970423,0.0744906485,0.074022024,-0.0062910509
OTHER+T_TITLE+S2R+CODE+EB,0.2279305897,0.226459281,-0.0064550734,0.058586386,0.0581580912,-0.0073104836,0.0744906485,0.0738802109,-0.0081948213
